sp_id	sp_gq_id	age	sex
940515024	450030496	86	M
940515023	450030496	75	M
940515022	450030496	78	M
940515021	450030496	84	M
939614984	450030496	83	F
939614985	450030496	82	F
939614986	450030496	70	F
939614987	450030496	87	F
939614967	450030496	85	F
939614968	450030496	71	F
939614969	450030496	77	F
939614970	450030496	90	F
939614971	450030496	97	F
939614972	450030496	77	F
939614973	450030496	82	F
939614974	450030496	89	F
939614975	450030496	89	F
939614976	450030496	87	F
939614977	450030496	88	F
939614978	450030496	90	F
939614979	450030496	89	F
939614980	450030496	87	F
939614981	450030496	81	F
939614982	450030496	87	F
939614983	450030496	77	F
939614957	450030496	98	F
939614958	450030496	96	F
939614959	450030496	89	F
939614960	450030496	89	F
939614961	450030496	89	F
939614962	450030496	90	F
939614963	450030496	76	F
939614964	450030496	92	F
939614965	450030496	84	F
939614864	450030496	76	F
940515035	450030496	72	M
939378702	450030496	52	F
939378703	450030496	53	F
939378704	450030496	49	F
939378705	450030496	31	F
939378706	450030496	63	F
939378707	450030496	45	F
939378708	450030496	40	F
940515059	450030496	75	M
940515060	450030496	68	M
940515061	450030496	102	M
940515062	450030496	68	M
940515063	450030496	89	M
939614865	450030496	69	F
939614866	450030496	87	F
939614867	450030496	88	F
939614868	450030496	83	F
939614869	450030496	75	F
939614870	450030496	86	F
939614871	450030496	89	F
939614872	450030496	100	F
939614873	450030496	82	F
939614874	450030496	75	F
939614875	450030496	96	F
940515071	450030496	85	M
940515070	450030496	78	M
940515069	450030496	85	M
940515068	450030496	83	M
940515037	450030496	84	M
940515038	450030496	87	M
940515039	450030496	82	M
940515040	450030496	89	M
940515041	450030496	94	M
940515042	450030496	73	M
940515043	450030496	94	M
940515036	450030496	68	M
940515029	450030496	87	M
940515030	450030496	75	M
940515031	450030496	89	M
940515032	450030496	83	M
940515033	450030496	80	M
940515034	450030496	89	M
940515067	450030496	96	M
940515066	450030496	89	M
940515065	450030496	74	M
940515064	450030496	88	M
939614876	450030496	81	F
939614877	450030496	83	F
940515044	450030496	68	M
940515045	450030496	77	M
940515046	450030496	77	M
940515047	450030496	87	M
940515048	450030496	79	M
940515049	450030496	91	M
940515050	450030496	80	M
940515051	450030496	79	M
940515052	450030496	79	M
940515053	450030496	77	M
940515054	450030496	77	M
940515055	450030496	80	M
940515056	450030496	81	M
940515057	450030496	67	M
940515058	450030496	71	M
939614878	450030496	88	F
939614879	450030496	76	F
939614880	450030496	102	F
939614881	450030496	86	F
939614882	450030496	93	F
939614883	450030496	66	F
939614884	450030496	94	F
939614885	450030496	87	F
939614886	450030496	86	F
939614887	450030496	82	F
939614888	450030496	76	F
939614889	450030496	88	F
939614890	450030496	90	F
939614891	450030496	85	F
939614892	450030496	97	F
939614893	450030496	87	F
939614894	450030496	89	F
939614895	450030496	82	F
939614896	450030496	70	F
939614897	450030496	67	F
939614898	450030496	83	F
939614899	450030496	65	F
939614900	450030496	96	F
939614901	450030496	89	F
939614902	450030496	94	F
939614903	450030496	81	F
939614904	450030496	80	F
939614905	450030496	86	F
940319306	450030496	56	M
940319307	450030496	58	M
940319308	450030496	44	M
940319309	450030496	42	M
940319310	450030496	36	M
940319311	450030496	55	M
940319312	450030496	50	M
939614906	450030496	82	F
939614907	450030496	86	F
939614966	450030496	77	F
939614908	450030496	70	F
939614909	450030496	87	F
939614910	450030496	97	F
939614911	450030496	74	F
939614912	450030496	75	F
939614913	450030496	94	F
939614914	450030496	94	F
939614915	450030496	80	F
942558421	450008460	28	M
942558420	450008460	44	M
942558419	450008460	58	M
942558418	450008460	41	M
942558417	450008460	45	M
942558416	450008460	27	M
942558415	450008460	35	M
942558414	450008460	26	M
942558413	450008460	30	M
942558412	450008460	46	M
942558411	450008460	39	M
942558410	450008460	36	M
942558409	450008460	25	M
942558408	450008460	30	M
942558407	450008460	37	M
942558406	450008460	27	M
942558405	450008460	46	M
942558404	450008460	30	M
942558403	450008460	36	M
942558430	450008460	46	M
942558402	450008460	20	M
942558401	450008460	37	M
942558400	450008460	55	M
942558399	450008460	49	M
942558398	450008460	60	M
942558397	450008460	46	M
942558396	450008460	48	M
942558395	450008460	25	M
942558394	450008460	50	M
942558393	450008460	25	M
942558392	450008460	45	M
942558391	450008460	48	M
942558390	450008460	41	M
942558389	450008460	35	M
942558388	450008460	62	M
942558387	450008460	49	M
942558386	450008460	45	M
942558429	450008460	32	M
942558428	450008460	46	M
942558427	450008460	27	M
942558426	450008460	41	M
942558425	450008460	38	M
942558424	450008460	51	M
942558423	450008460	52	M
942558447	450008460	21	M
942558446	450008460	28	M
942558445	450008460	24	M
942558444	450008460	34	M
942558443	450008460	20	M
942558385	450008460	26	M
942558384	450008460	24	M
942558383	450008460	20	M
942558382	450008460	39	M
942558442	450008460	32	M
942558441	450008460	23	M
942558440	450008460	26	M
942558439	450008460	33	M
942558422	450008460	39	M
942558438	450008460	32	M
942558437	450008460	24	M
942558436	450008460	37	M
942558435	450008460	49	M
942558434	450008460	44	M
942558433	450008460	42	M
942558381	450008460	31	M
942558380	450008460	36	M
942558379	450008460	39	M
942558378	450008460	27	M
942558377	450008460	30	M
942558376	450008460	34	M
942558375	450008460	31	M
942558374	450008460	35	M
942558373	450008460	45	M
942558372	450008460	35	M
942558371	450008460	34	M
942558370	450008460	44	M
942558369	450008460	32	M
942558432	450008460	23	M
942558431	450008460	53	M
942558457	450022046	35	F
942558448	450022046	47	F
942558449	450022046	21	F
942558450	450022046	25	F
942558451	450022046	48	F
942558452	450022046	29	F
942558453	450022046	24	F
942558454	450022046	48	F
942558455	450022046	30	F
942558456	450022046	27	F
942558458	450022046	48	F
942558459	450022046	43	F
942558460	450022046	43	F
942558461	450022046	51	F
942558462	450022046	36	F
942558463	450022046	38	F
942558464	450022046	41	F
938342109	450004650	21	F
938342110	450004650	18	F
938342069	450004650	21	F
938342108	450004650	19	F
938342107	450004650	24	F
938342106	450004650	19	F
938342105	450004650	19	F
938342104	450004650	21	F
938342111	450004650	21	F
938342112	450004650	18	F
938342113	450004650	22	F
938342114	450004650	39	F
938342115	450004650	21	F
938342116	450004650	18	F
938342117	450004650	18	F
938342118	450004650	18	F
938342119	450004650	19	F
938342120	450004650	18	F
938342121	450004650	20	F
938342122	450004650	21	F
938342123	450004650	19	F
938342124	450004650	18	F
938342125	450004650	18	F
938342126	450004650	23	F
938342127	450004650	23	F
938342128	450004650	19	F
938342129	450004650	21	F
938342130	450004650	20	F
938342103	450004650	20	F
938342102	450004650	22	F
938342101	450004650	18	F
938342100	450004650	23	F
938342099	450004650	22	F
938342064	450004650	19	F
938342070	450004650	19	F
938342131	450004650	26	F
938342132	450004650	22	F
938342133	450004650	19	F
938342071	450004650	18	F
938342072	450004650	19	F
938342073	450004650	18	F
938342074	450004650	19	F
938342075	450004650	19	F
938342063	450004650	19	F
938342062	450004650	19	F
938342061	450004650	18	F
938342060	450004650	19	F
938342059	450004650	18	F
938342058	450004650	21	M
938342057	450004650	20	M
938342056	450004650	19	M
938342055	450004650	19	M
938342054	450004650	20	M
938342053	450004650	19	M
938342052	450004650	19	M
938342051	450004650	19	M
938342050	450004650	22	M
938342049	450004650	20	M
938342048	450004650	22	M
938342047	450004650	20	M
938342046	450004650	18	M
938342045	450004650	22	M
938342044	450004650	19	M
938342043	450004650	19	M
938342042	450004650	20	M
938342041	450004650	19	M
938342040	450004650	21	M
938342039	450004650	19	M
938342038	450004650	19	M
938342037	450004650	19	M
938342036	450004650	18	M
938342035	450004650	22	M
938342034	450004650	19	M
938342033	450004650	19	M
938342032	450004650	20	M
938342031	450004650	27	M
938342030	450004650	22	M
938342029	450004650	22	M
938342028	450004650	22	M
938342027	450004650	23	M
938342026	450004650	28	M
938342025	450004650	20	M
938342024	450004650	23	M
938342023	450004650	19	M
938342022	450004650	21	M
938342021	450004650	19	M
938342020	450004650	18	M
938342019	450004650	19	M
938342018	450004650	23	M
938342017	450004650	31	M
938342016	450004650	19	M
938342015	450004650	19	M
938342014	450004650	22	M
938342013	450004650	19	M
938342012	450004650	19	M
938342011	450004650	21	M
938342010	450004650	20	M
938342009	450004650	28	M
938342008	450004650	21	M
938342007	450004650	21	M
938342006	450004650	24	M
938342005	450004650	21	M
938342004	450004650	34	M
938342003	450004650	19	M
938342002	450004650	19	M
938342001	450004650	20	M
938342000	450004650	19	M
938341999	450004650	18	M
938341998	450004650	17	M
938342076	450004650	19	F
938342077	450004650	18	F
938342078	450004650	19	F
938342079	450004650	21	F
938342080	450004650	20	F
938342081	450004650	23	F
938342082	450004650	18	F
938342083	450004650	21	F
938342084	450004650	23	F
938342085	450004650	21	F
938342086	450004650	19	F
938342087	450004650	24	F
938342088	450004650	19	F
938342089	450004650	20	F
938342090	450004650	23	F
938342091	450004650	21	F
938342092	450004650	19	F
938342093	450004650	19	F
938342094	450004650	19	F
938342095	450004650	19	F
938342096	450004650	19	F
938342097	450004650	19	F
938342098	450004650	19	F
938342134	450004650	19	F
938342065	450004650	21	F
938342066	450004650	19	F
938342067	450004650	21	F
938342068	450004650	19	F
938342135	450004650	18	F
938342136	450004650	18	F
938342137	450004650	19	F
938342138	450004650	24	F
938342139	450004650	19	F
938342140	450004650	20	F
938342141	450004650	18	F
938342142	450004650	19	F
938342143	450004650	18	F
938342144	450004650	20	F
938342145	450004650	22	F
938339562	450004651	21	M
938339581	450004651	21	F
938339580	450004651	30	F
938339579	450004651	20	F
938339578	450004651	20	F
938339577	450004651	20	F
938339576	450004651	51	F
938339575	450004651	19	F
938339574	450004651	18	F
938339573	450004651	20	F
938339572	450004651	21	F
938339571	450004651	20	F
938339570	450004651	19	F
938339569	450004651	19	F
938339568	450004651	20	F
938339567	450004651	24	M
938339566	450004651	18	M
938339565	450004651	19	M
938339564	450004651	19	M
938339563	450004651	19	M
939849647	450036345	89	F
939849646	450036345	76	F
939355657	450036345	47	F
940607255	450036345	77	M
940607254	450036345	85	M
940607253	450036345	72	M
940607252	450036345	83	M
940607251	450036345	67	M
940607250	450036345	94	M
940607249	450036345	75	M
940607248	450036345	82	M
940607247	450036345	90	M
939849663	450036345	78	F
939849662	450036345	92	F
939849661	450036345	74	F
939849660	450036345	102	F
939849659	450036345	97	F
939849658	450036345	87	F
939849657	450036345	77	F
939849656	450036345	77	F
939849655	450036345	86	F
939849654	450036345	87	F
939849653	450036345	79	F
939849652	450036345	82	F
939849651	450036345	83	F
939849650	450036345	67	F
939849649	450036345	70	F
939849669	450036345	72	F
939849668	450036345	86	F
939849667	450036345	84	F
939849666	450036345	89	F
939849665	450036345	77	F
939849664	450036345	90	F
939849648	450036345	68	F
940086672	450042411	85	F
940086676	450042411	80	F
940086677	450042411	87	F
940086678	450042411	68	F
939320981	450042411	58	F
940086679	450042411	94	F
940086680	450042411	84	F
940086681	450042411	72	F
940086682	450042411	104	F
940086683	450042411	70	F
940086660	450042411	80	F
940086661	450042411	97	F
940086662	450042411	80	F
940086663	450042411	96	F
940086664	450042411	75	F
940086665	450042411	87	F
940086666	450042411	86	F
940699358	450042411	70	M
940699357	450042411	87	M
940699356	450042411	79	M
940699355	450042411	66	M
940699354	450042411	81	M
940699353	450042411	67	M
940699352	450042411	94	M
940699351	450042411	81	M
940086667	450042411	87	F
940086668	450042411	90	F
940086669	450042411	89	F
940086670	450042411	85	F
940086671	450042411	90	F
940086675	450042411	92	F
940086673	450042411	87	F
940086674	450042411	85	F
