sp_id	latitude	longitude
513957368	40.6107721	-79.8340167
514020982	40.5401020	-80.1807576
513991349	40.4422450	-80.0041967
514015503	40.3411721	-80.1199777
514001394	40.8088620	-80.0444176
513950376	40.5385860	-79.7740167
513962918	40.5451220	-79.8740977
513494836	40.3260840	-79.7133898
513487120	40.1482030	-79.8764572
513948419	40.3850080	-79.7603108
513947907	40.5865320	-79.7482977
513479356	40.3063721	-80.0490377
513946997	40.5048420	-79.7407978
513961054	40.4706120	-79.8616577
513961253	40.4178910	-79.8682207
513945223	40.6098870	-79.7327308
513479394	40.2931321	-80.0459377
514017163	40.4819210	-80.1398666
514243464	40.9947620	-80.6489874
513480001	40.3087721	-80.0392077
513579328	40.2898319	-76.6399887
514253858	40.9819169	-80.3568855
513953775	40.3705320	-79.7982677
515341917	29.7770548	-95.1127741
513957819	40.4549320	-79.8365477
513957336	40.4999810	-79.8349627
514021502	40.5292520	-80.1929876
513991682	40.4395820	-80.0013977
513922395	40.5085460	-78.3970642
513979228	40.4425170	-79.9621417
513952598	40.4187320	-79.7937677
513554604	40.2250419	-76.8787787
513996304	40.3655860	-80.0255767
513949060	40.6571720	-79.7588677
513945710	40.6212520	-79.7265478
513959241	40.4096250	-79.8560967
513966999	40.4228920	-79.9017677
513997671	40.3988720	-80.0291477
513955766	40.4713820	-79.8201977
514023067	40.4329720	-80.2108876
514020870	40.5422820	-80.1837776
505562950	33.9406435	-84.5107468
514031275	40.7455530	-80.3802445
513482135	40.1274621	-79.9711677
513996191	40.4707220	-80.0257887
513948377	40.3847090	-79.7602898
513989740	40.4413820	-79.9980277
513998893	40.5193320	-80.0319677
513941699	40.7925079	-79.6606588
513479602	40.2579621	-80.0553677
513480263	40.3189221	-80.0288977
513954428	40.3438280	-79.8141837
513478098	40.2438521	-80.0690277
513969877	40.4426520	-79.9184477
513963510	40.3500920	-79.8851377
513942169	40.3474920	-79.6746038
513941021	40.6195720	-79.6276978
513995685	40.4027820	-80.0205177
513957955	40.6192720	-79.8337877
513953517	40.5420320	-79.7988977
513938264	40.4053160	-79.5902308
513969950	40.4382520	-79.9196177
513991821	40.4398820	-80.0021577
513962104	40.4258220	-79.8670477
513991093	40.5120820	-80.0002777
513985444	40.4284120	-79.9879777
513482517	40.3341021	-79.9730777
514250296	41.2500219	-80.5145075
514024718	40.6653020	-80.2309376
514005971	40.6149120	-80.0601176
514008367	40.6418320	-80.0732776
513545544	40.2062520	-76.9597686
513954784	40.4505420	-79.8093277
513351973	39.9231723	-83.7862966
513963071	40.3605820	-79.8731977
513481374	40.2670721	-80.0191777
514004833	40.3481921	-80.0540477
513481060	40.1166021	-80.0158377
513974081	40.6812920	-79.9344077
513973890	40.4476620	-79.9360277
514020558	40.3624121	-80.1830876
513968647	40.4513220	-79.9153877
513479182	40.3282521	-80.0603177
513954812	40.4264420	-79.8132777
513993012	40.5177720	-80.0056877
514018248	40.4467450	-80.1530046
513987055	40.3448820	-79.9923277
513981662	40.4298820	-79.9698177
513964199	40.4038940	-79.8906767
513967908	40.4503620	-79.9069777
514015272	40.6984190	-80.1137616
513954805	40.4563820	-79.8115877
513498298	40.1127851	-79.6035388
514008606	40.4993820	-80.0724877
513976192	40.4268400	-79.9495817
513952766	40.4286220	-79.7865377
514020462	40.4837620	-80.1783876
514025582	40.5699520	-80.2577876
513502082	40.2774900	-79.5479648
513492788	40.3088550	-79.7373188
513948093	40.6008520	-79.7518877
513487983	40.2989021	-79.8507967
513995993	40.5449320	-80.0190477
513474509	40.2819621	-80.1756276
513966090	40.5693420	-79.8958077
513479486	40.3347721	-80.0556877
513810857	40.1125849	-74.9870393
513955597	40.4749820	-79.8218077
513504044	40.2876680	-79.5296328
513969775	40.4205820	-79.9206277
514000268	40.3445821	-80.0408177
513979712	40.4353420	-79.9617777
513981848	40.4949820	-79.9676377
514000422	40.4813920	-80.0412277
513499312	40.1053046	-79.5919261
513959155	40.3668810	-79.8537197
513958064	40.5110120	-79.8350177
514000910	40.3652420	-80.0379677
513939276	40.4108520	-79.6133428
513975048	40.3380820	-79.9379677
513947816	40.5359420	-79.7531678
513484441	40.2002621	-79.9270177
513481230	40.3355521	-80.0152977
513470189	40.1804721	-80.2421576
513998868	40.3821220	-80.0341977
514019946	40.3783021	-80.1646376
509174318	42.5354783	-71.6273532
513951190	40.4298570	-79.7815958
513960852	40.4473120	-79.8572777
501935343	35.2936437	-94.4163639
513985094	40.7836820	-79.9821377
513975357	40.4592730	-79.9444467
514001973	40.5210820	-80.0445277
514019776	40.5173920	-80.1647076
514027499	40.6124120	-80.2849476
513482058	40.2908161	-79.9933767
513992290	40.4413450	-80.0061707
513977509	40.4984920	-79.9533277
513941755	40.4180120	-79.6586978
513977611	40.4813520	-79.9535077
513482556	40.3129221	-79.9869377
513946484	40.3883210	-79.7451598
511219049	40.6560937	-73.7673956
513977481	40.4610020	-79.9533077
513967268	40.4078010	-79.9091327
514006631	40.4431520	-80.0632977
513943226	40.4187730	-79.7015078
513601941	39.8627520	-76.2821189
513474787	40.2749861	-80.1361887
513960358	40.5669460	-79.8592457
513963868	40.5409620	-79.8852577
511576527	40.7024637	-74.0128816
514020663	40.3968820	-80.1835576
513965059	40.5761620	-79.8878677
513493753	40.3291960	-79.7269858
514008223	40.4131210	-80.0744047
513978980	40.5118820	-79.9545477
513961426	40.3655110	-79.8705757
513948308	40.4845740	-79.7560368
513479154	40.3201721	-80.0466977
513469466	40.1329721	-80.2835176
508832999	42.3299288	-83.0404726
513983623	40.3954020	-79.9787177
513971432	40.7319820	-79.9251577
517281630	40.2734500	-111.7035634
513956885	40.4663720	-79.8289477
513474445	40.2838421	-80.1581776
514021003	40.5422220	-80.1809376
513954122	40.8037990	-79.8136577
513951966	40.5413520	-79.7771377
513957524	40.3492820	-79.8356877
513971774	40.4786420	-79.9256577
513972917	40.4580720	-79.9276077
513971511	40.6361820	-79.9279577
513992675	40.4390920	-80.0063277
514018905	40.3923620	-80.1583576
513979268	40.4418710	-79.9606947
514020960	40.5391520	-80.1788676
514012177	40.4019300	-80.1006747
513999468	40.4404120	-80.0347377
513485772	40.0647891	-79.8895097
513954205	40.4291830	-79.8119227
513954627	40.3738620	-79.8099677
513999945	40.5697420	-80.0376577
514004694	40.4033420	-80.0563177
513991088	40.5122720	-80.0008577
513494971	40.3342220	-79.7099098
514015690	40.7156220	-80.1205476
513486481	40.3266720	-79.8932177
514002564	40.3885020	-80.0495677
513955210	40.3978660	-79.8209897
517514605	43.0936781	-90.1317864
514020291	40.5414820	-80.1802096
513946121	40.3600470	-79.7362168
513485062	40.1392551	-79.9016587
513480818	40.2637621	-80.0035977
513939351	40.3991410	-79.6175258
513997593	40.4060320	-80.0285577
513967427	40.8600719	-79.9049677
513978262	40.4655760	-79.9559197
513948263	40.5562960	-79.7600957
513981344	40.5938439	-79.9682252
504491817	28.1330648	-82.7573875
514009532	40.7362920	-80.0792176
513974255	40.4934760	-79.9389427
507905705	38.6199329	-90.2035248
513999591	40.5301220	-80.0354077
513598017	39.8843120	-76.3052989
513954412	40.5264830	-79.8108477
513979750	40.4403920	-79.9598377
513499896	40.3066930	-79.5750398
513975481	40.5656520	-79.9453077
513952386	40.4787410	-79.7888707
513952727	40.4301820	-79.7906777
514023425	40.4400940	-80.2273136
513992372	40.4409260	-80.0064157
513978424	40.5393120	-79.9589677
516987246	37.6671627	-77.5636783
513999509	40.4474720	-80.0356977
513953030	40.5440220	-79.7865577
513961860	40.5220420	-79.8665277
514014694	40.7092020	-80.1112576
514024361	40.4429160	-80.2360776
513977669	40.4509820	-79.9510877
513553625	40.2338119	-76.8817387
513481454	40.2507921	-80.0125277
513951250	40.4347580	-79.7864197
513969590	40.4692420	-79.9187877
513490197	40.3103128	-79.8086468
514006943	40.3526321	-80.0643077
513996461	40.4409720	-80.0251377
513958053	40.4856320	-79.8389677
514144983	41.3372719	-81.9137670
513498607	40.3307120	-79.6094478
514261672	40.8944689	-79.9059847
514035507	40.3747291	-80.6244635
513484258	40.3025921	-79.9401977
513477695	40.3102081	-80.0662647
513951105	40.5956620	-79.7696777
514023811	40.5133220	-80.2257376
513933317	40.5097560	-79.2395269
514019841	40.5210720	-80.1729176
513956844	40.4641020	-79.8292777
513975541	40.6157120	-79.9454077
513473781	40.2554861	-80.1538776
513983672	40.4730820	-79.9792577
513950591	40.4368920	-79.7759578
513975739	40.4553220	-79.9449777
513979319	40.4418710	-79.9606947
513482323	40.3122921	-79.9887977
513474749	40.2527481	-80.1373737
513996763	40.5169320	-80.0218277
513952834	40.3625420	-79.7952278
513480568	40.2908421	-80.0238477
513944412	40.4550170	-79.7107108
513952394	40.4734160	-79.7980027
513968663	40.4657620	-79.9152777
513494952	40.3317590	-79.7096648
514437215	41.5408619	-81.4345572
513470673	40.1711821	-80.2493676
513944760	40.6288620	-79.7167578
513960613	40.3512820	-79.8644877
513958789	40.4196120	-79.8413977
514012898	40.4291420	-80.0971077
513979884	40.4531420	-79.9579377
514018003	40.7967720	-80.1420876
514015985	40.3763720	-80.1195576
513998703	40.3954020	-80.0331477
514004413	40.4967320	-80.0575677
500274153	32.9008252	-117.2032291
513738372	40.0657419	-75.1801092
513956730	40.4642020	-79.8280777
513974701	40.4202120	-79.9406677
513940198	40.5136610	-79.6335428
514023848	40.5125120	-80.2253676
513998135	40.4833830	-80.0354557
514016553	40.6789720	-80.1258476
502880857	38.8963822	-77.0495587
513984844	40.4425220	-79.9830077
513982082	40.3436620	-79.9695577
513978159	40.4739450	-79.9580367
514025190	40.6174170	-80.2626806
513928867	40.4068020	-78.7790381
514015900	40.4748020	-80.1203776
514025383	40.7416790	-80.2536366
514016514	40.4806620	-80.1243376
513940249	40.4031990	-79.6230768
513479224	40.3220721	-80.0430977
513494875	40.3199170	-79.7051278
513469446	40.1872221	-80.2686576
514004051	40.3409721	-80.0519277
513968837	40.4557720	-79.9099277
513961097	40.3623220	-79.8620877
513961215	40.3656710	-79.8707057
514005875	40.3800920	-80.0599577
513980247	40.4255230	-79.9644907
513490640	39.8922121	-79.8011578
513948557	40.4360120	-79.7578178
513965307	40.4324970	-79.8938757
514015330	40.4500260	-80.1181496
514015500	40.3574621	-80.1196676
513537409	40.1665620	-77.0730586
512804017	34.0004164	-81.0366828
513993821	40.3683920	-80.0119877
513964574	40.8631119	-79.8908777
513985231	40.4368990	-79.9887177
513956670	40.5247120	-79.8289777
513955307	40.4583740	-79.8223647
514003240	40.4215360	-80.0523427
513473410	40.2938021	-80.1794776
513490575	40.0366221	-79.8021078
513503899	40.3030430	-79.5330788
513997183	40.3760130	-80.0308917
513476873	40.2652721	-80.1025977
513968709	40.4500220	-79.9149677
513369225	40.0241723	-83.1200868
513931555	40.6411500	-79.1361889
513952606	40.4213020	-79.7891177
514249955	41.2246049	-80.5099265
514023861	40.5233220	-80.2237176
513958308	40.4230330	-79.8431947
513957894	40.4528220	-79.8346777
513960106	40.4845720	-79.8569877
514010734	40.5054020	-80.0863777
514019766	40.5189420	-80.1671876
513963838	40.4424020	-79.8851877
513942812	40.6724920	-79.6851478
513993490	40.4299820	-80.0121477
514014809	40.4678020	-80.1060476
514025825	40.8341320	-80.2534976
513945944	40.4532720	-79.7288078
513986127	40.5807720	-79.9905867
513992145	40.6918350	-80.0075517
514011617	40.4059520	-80.0888777
513963315	40.3917850	-79.8847927
517256956	39.5853742	-79.9058008
513955838	40.4018820	-79.8189977
514013333	40.5111320	-80.1021466
514010149	40.4123850	-80.0842937
513989812	40.4428120	-79.9992477
513994914	40.4508720	-80.0175977
514016673	40.6860920	-80.1237676
513982454	40.6538220	-79.9753777
513994784	40.3834920	-80.0161677
513954726	40.4632220	-79.8123777
513658832	40.0712949	-75.4634371
513979822	40.4368020	-79.9604677
513955688	40.4344320	-79.8214377
502900149	38.8978322	-77.0264887
513985964	40.4379720	-79.9859577
513996625	40.3967120	-80.0228677
513489425	40.0520221	-79.8324678
514050160	40.8596400	-81.4203282
513472451	40.2502921	-80.2038376
513475421	40.2329921	-80.1386277
513972088	40.3400120	-79.9261377
513967853	40.4664320	-79.9050277
513973274	40.6488920	-79.9363677
514017482	40.3380521	-80.1351376
513969585	40.4788420	-79.9196377
514013332	40.5136820	-80.1039446
513953989	40.5904220	-79.8070977
513963196	40.4219140	-79.8854267
514020932	40.5467220	-80.1826176
513962679	40.4394420	-79.8726477
513942016	40.4362520	-79.6630478
513965716	40.4696520	-79.8949977
513649368	40.2316019	-75.5481391
514096658	40.7396822	-84.1494264
514005019	40.6255020	-80.0549477
513946598	40.6032320	-79.7382378
513970369	40.6274620	-79.9223277
514016227	40.4498830	-80.1261186
513975016	40.3380820	-79.9379677
513970941	40.4362920	-79.9239477
513981084	40.3387520	-79.9636177
513942671	40.5416380	-79.6814508
513973787	40.4411920	-79.9358177
514010921	40.3643220	-80.0848277
513984444	40.4428724	-79.9836239
514024786	40.5401620	-80.2397676
513988425	40.4198120	-79.9970577
514012169	40.3998340	-80.1005447
513993792	40.3860620	-80.0081677
513580293	40.2995319	-76.6145787
513971872	40.4258120	-79.9255977
514014655	40.6872020	-80.1070376
513771752	40.2000019	-75.1382592
513960539	40.5512420	-79.8644577
513489367	40.2876921	-79.8289277
513947541	40.4261520	-79.7548378
513961942	40.4894620	-79.8717177
513957153	40.4114830	-79.8406777
504040230	26.1886862	-80.1670263
514009896	40.3502621	-80.0747577
513953067	40.6333120	-79.7951377
513972571	40.4950120	-79.9304977
513468213	40.2924721	-80.3418276
512696434	32.3047838	-80.9336479
513994769	40.3909420	-80.0151777
514005036	40.6096820	-80.0536777
514005870	40.3760320	-80.0609477
512476573	43.1145344	-77.6188482
513958238	40.5206470	-79.8451957
513480036	40.3229421	-80.0373677
513987836	40.4420920	-79.9955577
513981869	40.4886720	-79.9720077
514014444	40.3604321	-80.1088377
513967027	40.4421920	-79.8985077
514026911	40.3406921	-80.2769176
513982883	40.4453820	-79.9738577
513990718	40.4441420	-80.0009977
514021074	40.5417520	-80.1819176
513479403	40.3060721	-80.0416477
513996693	40.3958120	-80.0215577
513973602	40.4572420	-79.9325577
513487924	40.1694481	-79.8544367
513997585	40.4005220	-80.0281377
514253942	41.0693819	-80.3740355
513952945	40.4750820	-79.7896277
514036196	40.3699491	-80.6595385
513987535	40.4356720	-79.9954677
514015691	40.6936020	-80.1227876
513985800	40.3981120	-79.9880777
513974090	40.6796620	-79.9331277
511740552	40.5007848	-74.3438255
514024253	40.6344130	-80.2296166
513997162	40.3926780	-80.0303747
513969120	40.5745360	-79.9210977
513963630	40.4322320	-79.8843877
513978904	40.4343820	-79.9548477
513951323	40.4909530	-79.7851897
513998199	40.4354920	-80.0339027
513962653	40.4215220	-79.8800677
514006192	40.5041830	-80.0631507
513996134	40.3461221	-80.0273587
514012801	40.8556620	-80.0947476
513998203	40.4232660	-80.0346317
513950099	40.5999020	-79.7618177
513947928	40.5771920	-79.7475878
514013801	40.4684920	-80.1032276
513980349	40.6955760	-79.9670047
514029757	40.7513620	-80.3166276
513486275	40.1340421	-79.8942377
513994913	40.4524520	-80.0151077
514019053	40.5242320	-80.1520076
513996525	40.4030520	-80.0259877
513935458	40.3962830	-79.4516579
513991142	40.3991600	-80.0047267
502901197	38.8963432	-77.0260907
513468762	40.1886271	-80.2733406
513971067	40.4436120	-79.9227477
514027292	40.3690991	-80.2900086
513951831	40.4024020	-79.7796378
513967692	40.3840920	-79.9041877
514010996	40.5826720	-80.0834576
513970986	40.4355320	-79.9231677
512734062	32.3354438	-80.8528779
513969274	40.4543090	-79.9215127
513478046	40.0995721	-80.0619877
513960722	40.4399820	-79.8620877
513962072	40.3598820	-79.8664477
513981274	40.4489210	-79.9696017
513483536	40.3319121	-79.9650077
513970540	40.4553120	-79.9213877
513950440	40.5944220	-79.7696477
513985006	40.3619020	-79.9814777
514005997	40.6149120	-80.0601176
513976949	40.4613820	-79.9463577
513482955	40.3323380	-79.9458877
513997740	40.3740520	-80.0266477
513961528	40.4035320	-79.8693577
513960232	40.3431170	-79.8646947
513990310	40.3596530	-80.0008357
513972693	40.4470920	-79.9289477
514012323	40.4291770	-80.0976707
514014012	40.6115220	-80.1006476
514010439	40.4070720	-80.0834877
513480881	40.2522091	-80.0041357
514019733	40.5209020	-80.1712876
513481259	40.3348421	-80.0156177
514005546	40.4221620	-80.0607577
513956869	40.4641020	-79.8292777
513974094	40.3396720	-79.9334877
513481254	40.3360721	-80.0183977
514023152	40.6093770	-80.2262156
513478207	40.3222921	-80.0792677
513983147	40.4310560	-79.9803977
517301306	40.4146721	-80.5721275
513483266	40.3012321	-79.9647177
513957376	40.4019020	-79.8411077
514230186	41.2587719	-80.7858174
514022929	40.5602920	-80.2132076
514257661	40.9384199	-80.2181396
513960490	40.4008320	-79.8595277
513483336	40.3074621	-79.9470277
513495876	40.3197220	-79.6841238
513959471	40.3809920	-79.8563077
513481250	40.3351421	-80.0036777
514011650	40.4039920	-80.0917177
513987424	40.4666020	-79.9936677
513949023	40.4736720	-79.7593778
513980952	40.3843820	-79.9654677
514015035	40.5759420	-80.1113476
514260516	41.0521219	-80.0793276
517298027	39.8837742	-80.6746055
513976269	40.5109930	-79.9484957
513972085	40.3620520	-79.9256377
513485800	40.1358531	-79.8947167
513944158	40.4361720	-79.7134258
513475967	40.3310021	-80.1269477
513967357	40.3960854	-79.9053356
513976572	40.6165020	-79.9468577
513973870	40.4550520	-79.9367777
513979683	40.4999020	-79.9622977
513950305	40.5628330	-79.7678087
513947786	40.4346920	-79.7499478
513974390	40.5787520	-79.9383377
513957790	40.4718120	-79.8352277
513482243	40.0113221	-79.9698877
513999042	40.5413620	-80.0314777
514257472	40.9678319	-80.3131375
514000882	40.5153520	-80.0389077
514007619	40.4355420	-80.0668477
513963726	40.4384220	-79.8825277
514018966	40.4388220	-80.1514376
514021530	40.5005720	-80.1931376
514012282	40.6717890	-80.0966516
513984803	40.4626420	-79.9828877
514260456	41.0513819	-80.0514176
513987412	40.3903020	-79.9957677
514009865	40.3493521	-80.0794177
513489552	40.3150920	-79.8320877
513966281	40.4881170	-79.8983117
513955785	40.6796320	-79.8189077
513994259	40.4518910	-80.0166237
513975754	40.4523320	-79.9438577
513949474	40.4306021	-79.7657132
513966663	40.3809920	-79.8974177
513964560	40.8659719	-79.8917377
513972489	40.4798520	-79.9314377
513993416	40.6282720	-80.0095577
514009788	40.5311420	-80.0782977
514566301	42.1339417	-80.0844775
513952908	40.4717920	-79.7881877
514019815	40.4990920	-80.1626876
517258362	39.6046822	-79.9163168
514002183	40.4212730	-80.0492977
513983650	40.4113020	-79.9767477
513483262	40.3150121	-79.9679777
514252277	41.2442619	-80.4483275
514253889	41.0684359	-80.3620035
513988516	40.4369820	-79.9970877
513960485	40.4020020	-79.8592677
513490109	40.2363531	-79.8024188
513990676	40.4425220	-80.0008477
513494976	40.3110880	-79.6996058
514001774	40.3829320	-80.0436077
514019610	40.5189620	-80.1677976
513973644	40.4067220	-79.9330977
513974874	40.4561920	-79.9365677
514002573	40.3887320	-80.0501577
513966330	40.6543222	-79.8984971
513956849	40.4755520	-79.8333777
513955457	40.5528820	-79.8207377
514016833	40.4590120	-80.1329576
513469779	40.1717001	-80.2455836
509550955	43.9566117	-86.4164654
513475771	40.2912391	-80.1072387
505587118	33.7212366	-84.5968507
508278719	38.9982832	-77.0326647
513962078	40.3589920	-79.8717977
513947319	40.5792680	-79.7466038
513973923	40.4525020	-79.9338677
513975093	40.3380820	-79.9379677
513477361	40.3210121	-80.0882377
513949630	40.4341220	-79.7658578
513953859	40.4653820	-79.7993977
513478387	40.3110421	-80.0819977
513460744	39.9679422	-81.5386872
514001364	40.3512321	-80.0430877
513976355	40.5461620	-79.9490877
513478948	40.3074821	-80.0609877
513963881	40.5798520	-79.8849177
513952773	40.4339920	-79.7917677
513477260	40.2128921	-80.0930277
513980772	40.4229820	-79.9668277
513994946	40.4518020	-80.0165777
514021549	40.5012320	-80.2063676
513937041	40.8138519	-79.5180778
513989650	40.4385020	-79.9983577
513945872	40.5726220	-79.7241078
513993309	40.5362480	-80.0086877
513995021	40.3746520	-80.0175577
514018352	40.4516900	-80.1577036
