sp_id	stco	latitude	longitude
450150653	42003	40.534439	-80.18
450125133	42003	40.429923	-79.751352
450149299	42003	40.460504	-79.912605
450114904	42003	40.29387	-79.885367
450149283	42003	40.407178	-80.036328
450149328	42003	40.463229	-79.957329
450149293	42003	40.468805	-79.941996
450140263	42003	40.345724	-79.996757
450149319	42003	40.465432	-79.989737
450087378	42003	40.405252	-79.910143
450048751	42003	40.4567770	-79.9992113
450077069	42007	40.697433	-80.31759
450149307	42003	40.480381	-80.039689
450140319	42003	40.351289	-79.809111
450072734	42003	40.4384762	-79.9641150
450148310	42003	40.565331	-80.008709
450144842	42003	40.523738	-80.0296
450066045	42003	40.4688733	-80.1455083
450130810	42003	40.523987	-80.19843
450130062	42003	40.388415	-79.875206
450059152	42125	40.3049000	-80.1286700
450149318	42003	40.464104	-79.985842
450073673	42003	40.4057049	-80.0375986
450128232	42003	40.56468	-79.903316
450066195	42003	40.5786715	-79.9584943
450059022	42003	40.4505002	-79.9293832
450151787	42003	40.657723	-79.960151
450149311	42003	40.466567	-79.922586
450078123	42003	40.471624	-79.959567
450113419	42003	40.571708	-79.927196
450134114	42003	40.388943	-80.034458
450118762	42003	40.423112	-79.893271
450109857	42003	40.546359	-80.239929
450073931	42125	40.4191318	-80.4606937
450102519	42003	40.46877	-79.917847
450107374	42003	40.539606	-80.094764
450126762	42003	40.375754	-79.824756
450120031	42003	40.36559	-79.786996
450130477	42003	40.376065	-80.030854
450149303	42003	40.369785	-79.913294
450102521	42003	40.453357	-79.934038
450128639	42003	40.6183	-79.732531
450119161	42003	40.393398	-80.045023
450114903	42003	40.29387	-79.885367
450122324	42003	40.445302	-79.772063
450123596	42003	40.484381	-80.13783
450051457	42003	40.5223546	-80.1810076
450052042	42003	40.5413176	-79.8006240
450124302	42003	40.424105	-80.043401
450149291	42003	40.451418	-80.024872
450114906	42003	40.343087	-79.920511
450063652	42003	40.4368934	-79.9562999
450069117	42003	40.2874801	-80.0255117
450057652	42003	40.5104939	-80.0999756
450148402	42003	40.468266	-79.81889
450140462	42003	40.343793	-79.829742
450107553	42003	40.337294	-80.095692
450149301	42003	40.480131	-79.9511
450123869	42003	40.347064	-79.834274
450117895	42003	40.485683	-80.104984
450071777	42003	40.3421268	-80.0529711
450060001	42003	40.4282400	-79.7511464
450048530	42003	40.4622813	-79.9099129
450140339	42003	40.477584	-80.176421
450120925	42003	40.503202	-80.07687
450122565	42003	40.402784	-79.86377
450149308	42003	40.408516	-79.979869
450117894	42003	40.485683	-80.104984
450149530	42003	40.332038	-79.954328
450139944	42003	40.513707	-79.967952
450149302	42003	40.471398	-80.00792
450139510	42003	40.366899	-80.054034
450102517	42003	40.389005	-80.007637
450114200	42003	40.397596	-80.077032
450125125	42003	40.445836	-79.763766
450051758	42003	40.4470190	-79.9468695
450054780	42019	40.6760939	-79.7186497
450151473	42003	40.482894	-79.776376
450131504	42003	40.50051	-80.175127
450119335	42003	40.430385	-79.753805
450131159	42003	40.444635	-80.067047
450102525	42003	40.488982	-80.017937
450102514	42003	40.45517	-80.008561
450064971	42003	40.4475445	-79.9039016
450123853	42003	40.363553	-80.038628
450069881	42003	40.3408818	-80.0162937
450149305	42003	40.448801	-79.961581
450076205	42003	40.399318	-79.968129
450086847	42007	40.632399	-80.4466
450068532	42003	40.4373161	-79.9248057
450149316	42003	40.402344	-80.010073
450115697	42003	40.544313	-79.78421
450049606	42003	40.4058848	-79.9105244
450137243	42003	40.482632	-79.814739
450128119	42003	40.3514	-80.002797
450149287	42003	40.391203	-79.988508
450148185	42003	40.381957	-79.951355
450116853	42003	40.430843	-80.066992
450061742	42125	40.1405469	-79.8976871
450122618	42003	40.544728	-79.902894
450107290	42003	40.500492	-80.066326
450087376	42003	40.413821	-79.851237
450109050	42003	40.324539	-80.054096
450130324	42003	40.574027	-80.000776
450067304	25025	0.0000000	0.0000000
450125584	42003	40.30259	-79.962159
450108546	42003	40.494649	-80.053783
450132244	42003	40.381551	-80.060385
450075441	42003	40.5731227	-79.9280972
450125411	42003	40.34039	-79.841401
450123538	42003	40.482004	-79.827216
450051478	42003	40.4429206	-79.9275862
450127690	42003	40.589777	-79.945388
450126895	42003	40.31221	-79.802975
450050811	42003	40.4441327	-79.9970843
450087377	42003	40.409221	-79.815667
450065015	42007	40.5497219	-80.4570626
450062389	42003	40.3754877	-80.0231915
450102524	42003	40.464843	-80.024124
450147621	42003	40.381969	-79.90512
450074971	42003	40.3683000	-79.8944900
450140459	42003	40.413465	-80.196843
450149326	42003	40.432166	-80.049426
450148400	42003	40.45898	-79.826429
450120959	42003	40.547807	-80.190828
450114201	42003	40.378624	-80.110997
450149312	42003	40.402347	-80.01017
450054421	42003	40.5303737	-80.0034868
450124226	42003	40.389552	-79.899785
450127687	42003	40.58123	-79.942932
450061876	42003	40.5352793	-80.1862835
450109054	42003	40.33306	-80.043229
450149289	42003	40.433339	-79.914542
450132404	42003	40.381949	-80.060485
450102528	42003	40.456253	-79.992857
450075285	42003	40.4437283	-79.9598972
450143094	42003	40.292093	-79.810948
450071848	42003	40.5595070	-79.9635035
450149321	42003	40.456135	-79.887963
450061845	42003	40.5192212	-79.9517832
450133109	42003	40.43787	-79.875017
450064228	42003	40.5031757	-80.1576510
450120583	42003	40.622654	-79.858294
450065061	42003	40.4384688	-80.0020353
450072702	42003	40.4431167	-80.1544835
450102527	42003	40.457347	-79.919567
450140874	42003	40.377515	-80.045959
450074842	42003	40.5545517	-80.0212490
450145318	42003	40.500714	-80.061979
450142414	42003	40.467685	-80.115075
450131156	42003	40.581957	-80.052425
450073701	42003	40.3898949	-80.0906946
450149310	42003	40.457347	-79.919567
450149295	42003	40.424266	-79.99341
450149286	42003	40.444962	-79.998882
450133777	42003	40.441131	-79.891255
450149280	42003	40.415549	-79.972054
450084476	42003	40.455545	-80.023486
450149297	42003	40.455083	-79.899635
450055120	42003	40.4985400	-80.0617700
